,Job Title,Rating,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
373,Data Scientist,5.0,"Washington, DC","Alexandria, VA",Unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,150,160,155.0,"BPA Services
", DC,0,-1,0,0,0,1,1
374,"Enterprise Architect, Data",3.6,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,101,158,129.5,"MassMutual
", MA,0,169,1,0,1,1,1
375,"Senior Manager, Epidemiologic Data Scientist",4.0,"New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,125,210,167.5,"Pfizer
", NY,1,171,0,0,0,1,1
376,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,"Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60.0,"Associated Banc-Corp
", WI,1,150,0,0,0,1,1
377,Lead Data Scientist,3.9,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221,180.0,"Zest AI
", CA,1,11,1,0,0,0,1
378,"Marketing Data Analyst, May 2020 Undergrad",3.8,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,"Fareportal
", NY,1,18,0,0,0,0,1
379,Senior Data Engineer,4.3,"Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,"Genesys
", NC,0,30,1,0,1,1,0
380,Senior Data Analyst,1.9,"New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,"Moda Operandi
", NY,1,10,1,0,0,0,1
381,Data Modeler - Data Solutions Engineer,3.3,"Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,"Liberty Mutual Insurance
", IN,0,108,1,0,0,0,1
382,Associate Environmental Scientist - Wildlife Biologist,4.7,"Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64,51.0,"QK
", CA,0,48,0,0,0,0,1
383,"Associate, Data Science, Internal Audit",3.1,"Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82,62.5,"Santander
", MA,0,164,1,0,0,0,1
384,Sr Data Engineer (Sr BI Developer),3.4,"Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110,100.0,"Tivity Health
", AZ,0,39,0,0,0,0,0
385,Data Engineer,4.4,"Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109,85.0,"BRMi
", VA,0,16,1,0,1,1,0
386,Senior LiDAR Data Scientist,3.9,"Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151,122.0,"Luminar Technologies
", FL,1,8,1,0,0,1,0
387,Salesforce Analytics Consultant,3.9,"Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81,66.5,"Emtec, Inc.
", IL,0,25,1,0,0,0,0
388,"Technology-Minded, Data Professional Opportunities",4.7,"Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101,70.5,"Veterans United Home Loans
", MO,1,18,0,0,1,0,1
389,Senior Data Engineer,4.7,"Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180,138.5,"Praetorian
", TX,1,10,1,0,1,0,0
390,Managing Data Scientist/ML Engineer,3.4,"Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,"PA Consulting
", MA,0,77,0,0,1,0,1
391,"Scientist, Pharmacometrics",3.8,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157,120.5,"Agios Pharmaceuticals
", MA,1,12,0,0,0,0,0
392,Staff Scientist- Upstream PD,2.7,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,"Advanced BioScience Laboratories
", MD,1,59,0,0,0,0,0
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,"Reynolds American
", KY,0,145,0,0,0,0,0
394,Sr. Data Engineer,3.4,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,"Echo Global Logistics
", IL,1,15,0,0,0,0,0
395,Lead Big Data Engineer,4.0,"San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162.0,"Glassdoor
", CA,0,13,1,0,1,1,1
396,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,"Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,"Esri
", CA,1,51,1,0,1,0,1
397,Sr Software Engineer (Data Scientist),3.4,"Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,"Assurant
", OH,0,42,0,0,0,0,1
398,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Peoria, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81.0,"Caterpillar
", IL,0,95,0,0,0,0,0
399,Senior Data Scientist,4.3,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130.0,"Equity Residential
", IL,1,27,1,0,1,0,1
400,Sr. Data Engineer (ETL Developer),3.7,"Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,"F&G
", IA,1,-1,1,0,0,0,1
401,Senior Data Scientist Artificial Intelligence,3.8,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,"PNNL
", WA,1,55,0,0,0,0,0
402,Analytics - Business Assurance Data Analyst,4.6,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43.0,"GreatAmerica Financial Services
", IA,1,28,0,0,0,0,1
403,"Associate Director/Director, Safety Scientist",4.4,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140.0,"Acceleron Pharma
", MA,1,17,0,0,0,0,1
404,"Senior Scientist, Cell Pharmacology/Assay Development",-1.0,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,110,130,120.0,Kronos Bio, MA,0,-1,0,0,0,0,0
405,Data Analyst Senior,3.0,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,"AmeriHealth Caritas
", PA,1,37,0,0,0,0,1
406,Lead Data Engineer (Python),4.7,"San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,"Strategic Employment Partners
", CA,0,14,1,0,0,1,0
407,Senior Data Scientist 4 Artificial Intelligence,3.8,"Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,"PNNL
", WA,0,55,0,0,0,0,0
408,Medical Lab Scientist - MLT,3.2,"Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21,29,25.0,"Catholic Health Initiatives
", NE,0,24,0,0,0,0,0
409,"Senior Operations Data Analyst, Call Center Operations",2.7,"Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,10,17,13.5,"FLEETCOR
", TN,0,20,0,0,0,0,1
410,"Director II, Data Science - GRS Predictive Analytics",3.3,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,"Liberty Mutual Insurance
", IL,0,108,1,0,0,0,0
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,"Southwest Research Institute
", TX,1,73,1,0,0,1,1
412,Geospatial Software Developer and Data Scientist,3.7,"Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,"Applied Research Laboratories
", TX,1,-1,1,0,0,1,0
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74.0,"Reynolds American
", NC,1,145,0,0,0,0,1
414,Systems Engineer II - Data Analyst,3.7,"Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,"Raytheon
", AL,0,98,0,0,0,0,1
415,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,"Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,"RTI International
", NC,0,62,0,0,0,0,0
416,Director Data Science,3.6,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,"TRANZACT
", NJ,1,31,1,0,0,1,1
417,Sr Data Analyst - IT,2.1,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,"United BioSource
", PA,1,17,0,0,0,0,1
418,Senior Data Engineer,3.9,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139.0,"Figure Eight
", CA,1,12,1,0,0,1,1
419,Senior Data Engineer,3.9,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,"Tapjoy
", CA,1,13,0,0,0,0,0
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,"Fareportal
", NY,1,18,1,0,1,0,0
421,Senior Scientist - Biostatistician,3.1,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,"Reynolds American
", NC,1,145,0,0,0,0,1
422,Data Scientist,3.5,"Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,56,95,75.5,"Sartorius
", NM,0,150,1,0,0,0,1
423,Data Scientist,4.7,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,"1904labs
", MO,1,4,1,0,1,0,0
424,Data Scientist,5.0,"Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,75,127,101.0,"Royce Geospatial
", VA,0,6,1,0,0,0,0
425,Data Engineer,3.6,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,119,92.0,"MassMutual
", MA,1,169,1,0,1,0,1
426,Computational Chemist/Data Scientist,3.8,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,"PNNL
", WA,1,55,1,0,0,0,0
427,Principal Data Scientist (Computational Chemistry),4.7,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,"Recursion Pharmaceuticals
", UT,1,7,1,0,0,1,0
428,Data Scientist,3.6,"Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,94,139,116.5,"Citi
", NJ,0,208,0,0,0,0,1
429,Principal Machine Learning Scientist,4.7,"San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,176,289,232.5,"Sage Intacct
", CA,0,21,1,0,0,0,0
430,Data Scientist,3.5,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,92,149,120.5,"Scale AI
", CA,1,4,1,0,0,0,0
431,Product Engineer – Data Science,3.5,"Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82.0,"Esri
", VA,0,51,1,0,0,0,0
432,"Principal Scientist, Chemistry & Immunology",3.3,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
433,Data Scientist,2.7,"Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,118,188,153.0,"Change Healthcare
", CA,0,13,1,0,1,1,0
434,Data Scientist,3.4,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,108,146,127.0,"MZ
", CA,1,12,1,0,1,0,0
435,Data Scientist,4.7,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,65,106,85.5,"HG Insights
", CA,1,10,1,0,1,0,1
436,Data Scientist,2.8,"Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.
", NY,1,44,1,0,0,0,1
437,Data Scientist,3.5,"New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94,162,128.0,"CBS Interactive
", NY,0,28,1,0,1,0,0
438,Data Engineer,3.2,"King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,63,120,91.5,"Numeric, LLC
", PA,0,-1,1,0,1,1,1
439,"Scientist/Senior Scientist, Autoimmune",4.4,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
440,Data Scientist,3.3,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,127,202,164.5,"Samba TV
", CA,1,12,0,0,0,0,0
441,Software Engineer - Data Visualization,4.0,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,"ClearEdge
", MD,1,18,0,0,0,0,1
442,Market Data Analyst,3.4,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,31,57,44.0,"SV Microwave
", FL,1,29,0,0,0,0,0
443,Staff Data Engineer,3.8,"Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,"Sumo Logic
", TX,0,10,0,0,1,1,0
444,Associate Data Engineer,3.5,"Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,45,86,65.5,"EAB
", DC,1,13,0,0,1,1,1
445,Data Engineer,4.4,"Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,75,143,109.0,"SpringML
", VA,0,5,1,0,1,0,0
446,Staff Data Engineer,3.7,"Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126,228,177.0,"Samsung Research America
", CA,1,32,1,0,1,1,0
447,Data Scientist,4.7,"Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,80,134,107.0,"Systems & Technology Research
", VA,0,10,1,0,1,0,1
448,Data Scientist,4.1,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,"Netskope
", CA,1,8,1,0,1,0,1
449,Data Scientist,4.0,"Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0,0,85,142,113.5,"Lorven Technologies Inc
", CA,0,-1,1,0,1,0,0
450,Senior Data Scientist,3.5,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,95,154,124.5,"Brighthouse Financial
", NC,1,3,1,0,1,0,1
451,Data Scientist,2.5,"Brisbane, CA","Brisbane, CA",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,0,0,111,176,143.5,"CareDx
", CA,1,-1,1,0,0,0,1
452,Data Scientist,3.9,"San Francisco, CA","Baltimore, MD",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,87,140,113.5,"Serigor Inc.
", CA,0,-1,1,0,0,0,0
453,Data Scientist,3.4,"Springfield, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,76,127,101.5,"Leidos
", VA,0,51,1,0,0,1,0
454,"Data Analyst, Performance Partnership",3.6,"New York, NY","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",0,0,54,92,73.0,"Beckman Coulter Diagnostics
", NY,0,85,0,0,0,1,1
455,Data Scientist,3.5,"New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",0,0,61,100,80.5,"IHS Markit
", NY,0,4,1,0,0,1,0
456,Data Scientist,-1.0,"New York, NY","Noida, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,81,140,110.5,ALIN, NY,0,-1,1,0,0,0,0
457,Staff BI and Data Engineer,2.9,"San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114.0,"Affinity Solutions
", CA,0,22,1,0,1,0,0
458,Data Scientist,3.5,"Foster City, CA","Canton, MI",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,0,0,108,171,139.5,"e-IT Professionals Corp.
", CA,0,-1,1,0,0,0,0
459,Data Scientist,4.8,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,112,179,145.5,"TechProjects
", NY,0,9,1,0,0,0,1
460,Data Scientist,4.0,"New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",0,0,63,111,87.0,"Biz2Credit Inc
", NY,1,13,0,0,0,0,1
461,Data Scientist,4.2,"Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,0,0,75,126,100.5,"PeoplesBank
", MA,1,135,0,0,0,0,1
462,Data Scientist Manager,3.8,"New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,0,110,184,147.0,"Capgemini
", NY,0,53,1,0,1,0,1
463,Data Engineer,3.7,"New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",0,0,76,145,110.5,"GNY Insurance Companies
", NY,1,106,1,0,0,0,1
464,Marketing Data Analyst,3.9,"Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62,49.0,"Citadel Federal Credit Union
", PA,1,83,1,0,0,0,0
465,Data Scientist,4.6,"Waltham, MA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,0,70,118,94.0,"Conch Technologies, Inc
", MA,0,-1,1,0,1,1,0
466,Senior Data Scientist,4.3,"New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,0,0,94,153,123.5,"Medidata Solutions
", NY,1,21,1,0,0,1,0
467,"Principal Scientist, Hematology",3.3,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
468,Data Analyst,3.7,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,50,92,71.0,"CALIBRE Systems
", VA,1,31,0,0,0,0,1
469,Software Data Engineer - College,4.0,"Corvallis, OR","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,49,97,73.0,"HP Inc.
", OR,0,81,0,0,0,0,0
470,"Director - Data, Privacy and AI Governance",3.6,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,67,135,101.0,"MassMutual
", MA,0,169,0,0,0,0,0
471,Staff Machine Learning Engineer,3.9,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,181.0,"Tapjoy
", CA,1,13,1,0,1,0,0
472,Data Scientist,3.7,"San Diego, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,80,139,109.5,"Northrop Grumman
", CA,0,81,0,0,0,0,1
473,Lead Data Scientist,3.7,"Bellevue, WA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,158,211,184.5,"Visa Inc.
", WA,0,62,1,0,0,0,1
474,Senior Data Scientist - Algorithms,3.9,"New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,150,180,165.0,"Quartet Health
", NY,1,6,1,0,0,0,0
475,Information Security Data Analyst,3.7,"Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,42,80,61.0,"Motorola Solutions
", IL,1,92,1,0,1,0,0
